Komoditas (Rp),Tanggal,Harga,Wilayah,Lag_1,Lag_3,Lag_7,MA_7,MA_30,Price_Diff,Price_Change,Tahun,Bulan,Hari
Bawang Merah Ukuran Sedang,2025-10-08,39000.0,palembang,38500.0,38500.0,43500.0,38571.42857142857,43883.333333333336,500.0,0.01298701298701288,2025,10,2
Bawang Merah Ukuran Sedang,2025-10-09,39000.0,palembang,39000.0,38500.0,38500.0,38642.857142857145,43641.666666666664,0.0,0.0,2025,10,3
Bawang Merah Ukuran Sedang,2025-10-10,38500.0,palembang,39000.0,38500.0,38500.0,38642.857142857145,43383.333333333336,-500.0,-0.012820512820512775,2025,10,4
Bawang Merah Ukuran Sedang,2025-10-13,38500.0,palembang,38500.0,39000.0,38500.0,38642.857142857145,43158.333333333336,0.0,0.0,2025,10,0
Bawang Merah Ukuran Sedang,2025-10-14,39000.0,palembang,38500.0,39000.0,38500.0,38714.28571428572,42950.0,500.0,0.01298701298701288,2025,10,1
Bawang Merah Ukuran Sedang,2025-10-15,39000.0,palembang,39000.0,38500.0,38500.0,38785.71428571428,42750.0,0.0,0.0,2025,10,2
Bawang Merah Ukuran Sedang,2025-10-16,38500.0,palembang,39000.0,38500.0,38500.0,38785.71428571428,42508.333333333336,-500.0,-0.012820512820512775,2025,10,3
Bawang Merah Ukuran Sedang,2025-10-17,39000.0,palembang,38500.0,39000.0,39000.0,38785.71428571428,42283.333333333336,500.0,0.01298701298701288,2025,10,4
Bawang Merah Ukuran Sedang,2025-10-20,39000.0,palembang,39000.0,39000.0,39000.0,38785.71428571428,42041.666666666664,0.0,0.0,2025,10,0
Bawang Merah Ukuran Sedang,2025-10-21,39000.0,palembang,39000.0,38500.0,38500.0,38857.142857142855,41800.0,0.0,0.0,2025,10,1
Bawang Merah Ukuran Sedang,2025-10-22,39000.0,palembang,39000.0,39000.0,38500.0,38928.57142857143,41558.333333333336,0.0,0.0,2025,10,2
Bawang Merah Ukuran Sedang,2025-10-23,38500.0,palembang,39000.0,39000.0,39000.0,38857.142857142855,41316.666666666664,-500.0,-0.012820512820512775,2025,10,3
Bawang Merah Ukuran Sedang,2025-10-24,38500.0,palembang,38500.0,39000.0,39000.0,38785.71428571428,41091.666666666664,0.0,0.0,2025,10,4
Bawang Merah Ukuran Sedang,2025-10-27,38500.0,palembang,38500.0,39000.0,38500.0,38785.71428571428,40833.333333333336,0.0,0.0,2025,10,0
Bawang Merah Ukuran Sedang,2025-10-28,38500.0,palembang,38500.0,38500.0,39000.0,38714.28571428572,40575.0,0.0,0.0,2025,10,1
Bawang Merah Ukuran Sedang,2025-10-29,38500.0,palembang,38500.0,38500.0,39000.0,38642.857142857145,40316.666666666664,0.0,0.0,2025,10,2
Bawang Merah Ukuran Sedang,2025-10-30,38500.0,palembang,38500.0,38500.0,39000.0,38571.42857142857,40058.333333333336,0.0,0.0,2025,10,3
Bawang Merah Ukuran Sedang,2025-10-31,38500.0,palembang,38500.0,38500.0,39000.0,38500.0,39800.0,0.0,0.0,2025,10,4
Bawang Merah Ukuran Sedang,2025-11-03,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,39600.0,0.0,0.0,2025,11,0
Bawang Merah Ukuran Sedang,2025-11-04,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,39400.0,0.0,0.0,2025,11,1
Bawang Merah Ukuran Sedang,2025-11-05,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,39200.0,0.0,0.0,2025,11,2
Bawang Merah Ukuran Sedang,2025-11-06,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,39000.0,0.0,0.0,2025,11,3
Bawang Merah Ukuran Sedang,2025-11-07,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38800.0,0.0,0.0,2025,11,4
Bawang Merah Ukuran Sedang,2025-11-10,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38633.333333333336,0.0,0.0,2025,11,0
Bawang Merah Ukuran Sedang,2025-11-11,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38633.333333333336,0.0,0.0,2025,11,1
Bawang Merah Ukuran Sedang,2025-11-12,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38633.333333333336,0.0,0.0,2025,11,2
Bawang Merah Ukuran Sedang,2025-11-13,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38633.333333333336,0.0,0.0,2025,11,3
Bawang Merah Ukuran Sedang,2025-11-14,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38633.333333333336,0.0,0.0,2025,11,4
Bawang Merah Ukuran Sedang,2025-11-17,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38633.333333333336,0.0,0.0,2025,11,0
Bawang Merah Ukuran Sedang,2025-11-18,38500.0,palembang,38500.0,38500.0,38500.0,38500.0,38633.333333333336,0.0,0.0,2025,11,1
Bawang Merah Ukuran Sedang,2025-11-19,42250.0,palembang,38500.0,38500.0,38500.0,39035.71428571428,38741.666666666664,3750.0,0.09740259740259738,2025,11,2
Bawang Merah Ukuran Sedang,2025-11-20,43500.0,palembang,42250.0,38500.0,38500.0,39750.0,38891.666666666664,1250.0,0.029585798816567976,2025,11,3
Bawang Merah Ukuran Sedang,2025-11-21,43500.0,palembang,43500.0,38500.0,38500.0,40464.28571428572,39058.333333333336,0.0,0.0,2025,11,4
Bawang Merah Ukuran Sedang,2025-11-24,43500.0,palembang,43500.0,42250.0,38500.0,41178.57142857143,39225.0,0.0,0.0,2025,11,0
Bawang Merah Ukuran Sedang,2025-11-25,43500.0,palembang,43500.0,43500.0,38500.0,41892.857142857145,39375.0,0.0,0.0,2025,11,1
Bawang Merah Ukuran Sedang,2025-11-26,43500.0,palembang,43500.0,43500.0,38500.0,42607.142857142855,39525.0,0.0,0.0,2025,11,2
Bawang Merah Ukuran Sedang,2025-11-27,43500.0,palembang,43500.0,43500.0,38500.0,43321.42857142857,39691.666666666664,0.0,0.0,2025,11,3
Bawang Merah Ukuran Sedang,2025-11-28,43500.0,palembang,43500.0,43500.0,42250.0,43500.0,39841.666666666664,0.0,0.0,2025,11,4
Bawang Merah Ukuran Sedang,2025-12-01,44500.0,palembang,43500.0,43500.0,43500.0,43642.857142857145,40025.0,1000.0,0.02298850574712641,2025,12,0
Bawang Merah Ukuran Sedang,2025-12-02,44500.0,palembang,44500.0,43500.0,43500.0,43785.71428571428,40208.333333333336,0.0,0.0,2025,12,1
Bawang Merah Ukuran Sedang,2025-12-03,44500.0,palembang,44500.0,43500.0,43500.0,43928.57142857143,40391.666666666664,0.0,0.0,2025,12,2
Bawang Merah Ukuran Sedang,2025-12-04,44500.0,palembang,44500.0,44500.0,43500.0,44071.42857142857,40591.666666666664,0.0,0.0,2025,12,3
Bawang Merah Ukuran Sedang,2025-12-05,44500.0,palembang,44500.0,44500.0,43500.0,44214.28571428572,40791.666666666664,0.0,0.0,2025,12,4
Bawang Merah Ukuran Sedang,2025-12-08,49500.0,palembang,44500.0,44500.0,43500.0,45071.42857142857,41158.333333333336,5000.0,0.1123595505617978,2025,12,0
Bawang Merah Ukuran Sedang,2025-12-09,49500.0,palembang,49500.0,44500.0,43500.0,45928.57142857143,41525.0,0.0,0.0,2025,12,1
Bawang Merah Ukuran Sedang,2025-12-10,49500.0,palembang,49500.0,44500.0,44500.0,46642.857142857145,41891.666666666664,0.0,0.0,2025,12,2
Bawang Merah Ukuran Sedang,2025-12-11,50500.0,palembang,49500.0,49500.0,44500.0,47500.0,42291.666666666664,1000.0,0.02020202020202011,2025,12,3
Bawang Merah Ukuran Sedang,2025-12-12,51500.0,palembang,50500.0,49500.0,44500.0,48500.0,42725.0,1000.0,0.01980198019801982,2025,12,4
Bawang Merah Ukuran Sedang,2025-12-15,52000.0,palembang,51500.0,49500.0,44500.0,49571.42857142857,43175.0,500.0,0.009708737864077666,2025,12,0
Bawang Merah Ukuran Sedang,2025-12-16,52000.0,palembang,52000.0,50500.0,44500.0,50642.857142857145,43625.0,0.0,0.0,2025,12,1
Bawang Merah Ukuran Sedang,2025-12-17,51500.0,palembang,52000.0,51500.0,49500.0,50928.57142857143,44058.333333333336,-500.0,-0.009615384615384581,2025,12,2
Bawang Merah Ukuran Sedang,2025-12-18,51500.0,palembang,51500.0,52000.0,49500.0,51214.28571428572,44491.666666666664,0.0,0.0,2025,12,3
Bawang Merah Ukuran Sedang,2025-12-19,51500.0,palembang,51500.0,52000.0,49500.0,51500.0,44925.0,0.0,0.0,2025,12,4
Bawang Merah Ukuran Sedang,2025-12-22,46500.0,palembang,51500.0,51500.0,50500.0,50928.57142857143,45191.666666666664,-5000.0,-0.09708737864077666,2025,12,0
Bawang Merah Ukuran Sedang,2025-12-23,46500.0,palembang,46500.0,51500.0,51500.0,50214.28571428572,45458.333333333336,0.0,0.0,2025,12,1
Bawang Merah Ukuran Sedang,2025-12-24,46500.0,palembang,46500.0,51500.0,52000.0,49428.57142857143,45725.0,0.0,0.0,2025,12,2
Bawang Merah Ukuran Sedang,2025-12-25,46500.0,palembang,46500.0,46500.0,52000.0,48642.857142857145,45991.666666666664,0.0,0.0,2025,12,3
Bawang Merah Ukuran Sedang,2025-12-26,46500.0,palembang,46500.0,46500.0,51500.0,47928.57142857143,46258.333333333336,0.0,0.0,2025,12,4
Bawang Merah Ukuran Sedang,2025-12-29,46500.0,palembang,46500.0,46500.0,51500.0,47214.28571428572,46525.0,0.0,0.0,2025,12,0
Bawang Merah Ukuran Sedang,2025-12-30,46500.0,palembang,46500.0,46500.0,51500.0,46500.0,46791.666666666664,0.0,0.0,2025,12,1
Bawang Merah Ukuran Sedang,2025-12-31,46500.0,palembang,46500.0,46500.0,46500.0,46500.0,46933.333333333336,0.0,0.0,2025,12,2
Bawang Merah Ukuran Sedang,2026-01-01,46500.0,palembang,46500.0,46500.0,46500.0,46500.0,47033.333333333336,0.0,0.0,2026,1,3
Bawang Merah Ukuran Sedang,2026-01-02,46500.0,palembang,46500.0,46500.0,46500.0,46500.0,47133.333333333336,0.0,0.0,2026,1,4
Bawang Merah Ukuran Sedang,2026-01-05,46000.0,palembang,46500.0,46500.0,46500.0,46428.57142857143,47216.666666666664,-500.0,-0.010752688172043001,2026,1,0
Bawang Merah Ukuran Sedang,2026-01-06,46500.0,palembang,46000.0,46500.0,46500.0,46428.57142857143,47316.666666666664,500.0,0.010869565217391353,2026,1,1
Bawang Merah Ukuran Sedang,2026-01-07,46500.0,palembang,46500.0,46500.0,46500.0,46428.57142857143,47416.666666666664,0.0,0.0,2026,1,2
Bawang Merah Ukuran Sedang,2026-01-08,46500.0,palembang,46500.0,46000.0,46500.0,46428.57142857143,47516.666666666664,0.0,0.0,2026,1,3
Bawang Merah Ukuran Sedang,2026-01-09,46500.0,palembang,46500.0,46500.0,46500.0,46428.57142857143,47616.666666666664,0.0,0.0,2026,1,4
Bawang Merah Ukuran Sedang,2026-01-12,45750.0,palembang,46500.0,46500.0,46500.0,46321.42857142857,47658.333333333336,-750.0,-0.016129032258064502,2026,1,0
Bawang Merah Ukuran Sedang,2026-01-13,45500.0,palembang,45750.0,46500.0,46500.0,46178.57142857143,47691.666666666664,-250.0,-0.005464480874316946,2026,1,1
Bawang Merah Ukuran Sedang,2026-01-14,45500.0,palembang,45500.0,46500.0,46000.0,46107.142857142855,47725.0,0.0,0.0,2026,1,2
Bawang Merah Ukuran Sedang,2026-01-15,45500.0,palembang,45500.0,45750.0,46500.0,45964.28571428572,47758.333333333336,0.0,0.0,2026,1,3
Bawang Merah Ukuran Sedang,2026-01-16,45500.0,palembang,45500.0,45500.0,46500.0,45821.42857142857,47791.666666666664,0.0,0.0,2026,1,4
Bawang Merah Ukuran Sedang,2026-01-19,45500.0,palembang,45500.0,45500.0,46500.0,45678.57142857143,47658.333333333336,0.0,0.0,2026,1,0
Bawang Merah Ukuran Sedang,2026-01-20,45500.0,palembang,45500.0,45500.0,46500.0,45535.71428571428,47525.0,0.0,0.0,2026,1,1
Bawang Merah Ukuran Sedang,2026-01-21,45500.0,palembang,45500.0,45500.0,45750.0,45500.0,47391.666666666664,0.0,0.0,2026,1,2
Bawang Merah Ukuran Sedang,2026-01-22,45500.0,palembang,45500.0,45500.0,45500.0,45500.0,47225.0,0.0,0.0,2026,1,3
Bawang Merah Ukuran Sedang,2026-01-23,45500.0,palembang,45500.0,45500.0,45500.0,45500.0,47025.0,0.0,0.0,2026,1,4
Bawang Merah Ukuran Sedang,2026-01-26,44500.0,palembang,45500.0,45500.0,45500.0,45357.142857142855,46775.0,-1000.0,-0.02197802197802201,2026,1,0
Bawang Merah Ukuran Sedang,2026-01-27,44500.0,palembang,44500.0,45500.0,45500.0,45214.28571428572,46525.0,0.0,0.0,2026,1,1
Bawang Merah Ukuran Sedang,2026-01-28,44500.0,palembang,44500.0,45500.0,45500.0,45071.42857142857,46291.666666666664,0.0,0.0,2026,1,2
Bawang Merah Ukuran Sedang,2026-01-29,44500.0,palembang,44500.0,44500.0,45500.0,44928.57142857143,46058.333333333336,0.0,0.0,2026,1,3
Bawang Merah Ukuran Sedang,2026-01-30,44500.0,palembang,44500.0,44500.0,45500.0,44785.71428571428,45825.0,0.0,0.0,2026,1,4
Bawang Merah Ukuran Sedang,2026-02-02,42750.0,palembang,44500.0,44500.0,45500.0,44392.857142857145,45700.0,-1750.0,-0.0393258426966292,2026,2,0
Bawang Merah Ukuran Sedang,2026-02-03,42750.0,palembang,42750.0,44500.0,45500.0,44000.0,45575.0,0.0,0.0,2026,2,1
Bawang Merah Ukuran Sedang,2026-02-04,42500.0,palembang,42750.0,44500.0,44500.0,43714.28571428572,45441.666666666664,-250.0,-0.005847953216374324,2026,2,2
Bawang Merah Ukuran Sedang,2026-02-05,42500.0,palembang,42500.0,42750.0,44500.0,43428.57142857143,45308.333333333336,0.0,0.0,2026,2,3
Bawang Merah Ukuran Sedang,2026-02-06,42500.0,palembang,42500.0,42750.0,44500.0,43142.857142857145,45175.0,0.0,0.0,2026,2,4
Bawang Merah Ukuran Sedang,2026-02-09,42750.0,palembang,42500.0,42500.0,44500.0,42892.857142857145,45050.0,250.0,0.00588235294117645,2026,2,0
Bawang Merah Ukuran Sedang,2026-02-10,42500.0,palembang,42750.0,42500.0,44500.0,42607.142857142855,44916.666666666664,-250.0,-0.005847953216374324,2026,2,1
Bawang Merah Ukuran Sedang,2026-02-11,42500.0,palembang,42500.0,42500.0,42750.0,42571.42857142857,44783.333333333336,0.0,0.0,2026,2,2
Bawang Merah Ukuran Sedang,2026-02-12,42500.0,palembang,42500.0,42750.0,42750.0,42535.71428571428,44650.0,0.0,0.0,2026,2,3
Bawang Merah Ukuran Sedang,2026-02-13,42500.0,palembang,42500.0,42500.0,42500.0,42535.71428571428,44516.666666666664,0.0,0.0,2026,2,4
Bawang Merah Ukuran Sedang,2026-02-16,42500.0,palembang,42500.0,42500.0,42500.0,42535.71428571428,44400.0,0.0,0.0,2026,2,0
Bawang Merah Ukuran Sedang,2026-02-17,42500.0,palembang,42500.0,42500.0,42500.0,42535.71428571428,44266.666666666664,0.0,0.0,2026,2,1
Bawang Merah Ukuran Sedang,2026-02-18,43000.0,palembang,42500.0,42500.0,42750.0,42571.42857142857,44150.0,500.0,0.0117647058823529,2026,2,2
Bawang Merah Ukuran Sedang,2026-02-19,43000.0,palembang,43000.0,42500.0,42500.0,42642.857142857145,44033.333333333336,0.0,0.0,2026,2,3
Bawang Merah Ukuran Sedang,2026-02-20,43000.0,palembang,43000.0,42500.0,42500.0,42714.28571428572,43916.666666666664,0.0,0.0,2026,2,4
Bawang Merah Ukuran Sedang,2026-02-23,43000.0,palembang,43000.0,43000.0,42500.0,42785.71428571428,43825.0,0.0,0.0,2026,2,0
Bawang Merah Ukuran Sedang,2026-02-24,43000.0,palembang,43000.0,43000.0,42500.0,42857.142857142855,43741.666666666664,0.0,0.0,2026,2,1
Bawang Merah Ukuran Sedang,2026-02-25,43000.0,palembang,43000.0,43000.0,42500.0,42928.57142857143,43658.333333333336,0.0,0.0,2026,2,2
Bawang Merah Ukuran Sedang,2026-02-26,43000.0,palembang,43000.0,43000.0,42500.0,43000.0,43575.0,0.0,0.0,2026,2,3
Bawang Merah Ukuran Sedang,2026-02-27,43000.0,palembang,43000.0,43000.0,43000.0,43000.0,43491.666666666664,0.0,0.0,2026,2,4
Bawang Merah Ukuran Sedang,2026-03-02,38000.0,palembang,43000.0,43000.0,43000.0,42285.71428571428,43241.666666666664,-5000.0,-0.11627906976744184,2026,3,0
Bawang Merah Ukuran Sedang,2026-03-03,38000.0,palembang,38000.0,43000.0,43000.0,41571.42857142857,42991.666666666664,0.0,0.0,2026,3,1
Bawang Merah Ukuran Sedang,2026-03-04,38000.0,palembang,38000.0,43000.0,43000.0,40857.142857142855,42741.666666666664,0.0,0.0,2026,3,2
Bawang Merah Ukuran Sedang,2026-03-05,40500.0,palembang,38000.0,38000.0,43000.0,40500.0,42575.0,2500.0,0.06578947368421062,2026,3,3
Bawang Merah Ukuran Sedang,2026-03-06,40500.0,palembang,40500.0,38000.0,43000.0,40142.857142857145,42408.333333333336,0.0,0.0,2026,3,4
Bawang Merah Ukuran Sedang,2026-03-09,40000.0,palembang,40500.0,38000.0,43000.0,39714.28571428572,42258.333333333336,-500.0,-0.012345679012345734,2026,3,0
Bawang Merah Ukuran Sedang,2026-03-10,40000.0,palembang,40000.0,40500.0,43000.0,39285.71428571428,42108.333333333336,0.0,0.0,2026,3,1
Bawang Merah Ukuran Sedang,2026-03-11,40000.0,palembang,40000.0,40500.0,38000.0,39571.42857142857,41958.333333333336,0.0,0.0,2026,3,2
Bawang Merah Ukuran Sedang,2026-03-12,40000.0,palembang,40000.0,40000.0,38000.0,39857.142857142855,41808.333333333336,0.0,0.0,2026,3,3
Bawang Merah Ukuran Sedang,2026-03-13,41250.0,palembang,40000.0,40000.0,38000.0,40321.42857142857,41700.0,1250.0,0.03125,2026,3,4
Bawang Merah Ukuran Sedang,2026-03-16,41250.0,palembang,41250.0,40000.0,40500.0,40428.57142857143,41650.0,0.0,0.0,2026,3,0
Bawang Merah Ukuran Sedang,2026-03-17,41250.0,palembang,41250.0,40000.0,40500.0,40535.71428571428,41600.0,0.0,0.0,2026,3,1
Bawang Merah Ukuran Sedang,2026-03-18,41250.0,palembang,41250.0,41250.0,40000.0,40714.28571428572,41558.333333333336,0.0,0.0,2026,3,2
Bawang Merah Ukuran Sedang,2026-03-19,41250.0,palembang,41250.0,41250.0,40000.0,40892.857142857145,41516.666666666664,0.0,0.0,2026,3,3
Bawang Merah Ukuran Sedang,2026-03-20,41250.0,palembang,41250.0,41250.0,40000.0,41071.42857142857,41475.0,0.0,0.0,2026,3,4
Bawang Merah Ukuran Sedang,2026-03-23,41250.0,palembang,41250.0,41250.0,40000.0,41250.0,41425.0,0.0,0.0,2026,3,0
Bawang Merah Ukuran Sedang,2026-03-24,41250.0,palembang,41250.0,41250.0,41250.0,41250.0,41383.333333333336,0.0,0.0,2026,3,1
Bawang Merah Ukuran Sedang,2026-03-25,41500.0,palembang,41250.0,41250.0,41250.0,41285.71428571428,41350.0,250.0,0.0060606060606061,2026,3,2
Bawang Merah Ukuran Sedang,2026-03-26,40250.0,palembang,41500.0,41250.0,41250.0,41142.857142857145,41275.0,-1250.0,-0.030120481927710885,2026,3,3
Bawang Merah Ukuran Sedang,2026-03-27,41500.0,palembang,40250.0,41250.0,41250.0,41178.57142857143,41241.666666666664,1250.0,0.03105590062111796,2026,3,4
Bawang Merah Ukuran Sedang,2026-03-30,41500.0,palembang,41500.0,41500.0,41250.0,41214.28571428572,41208.333333333336,0.0,0.0,2026,3,0
Bawang Merah Ukuran Sedang,2026-03-31,41500.0,palembang,41500.0,40250.0,41250.0,41250.0,41175.0,0.0,0.0,2026,3,1
Bawang Merah Ukuran Sedang,2026-04-01,42750.0,palembang,41500.0,41500.0,41250.0,41464.28571428572,41166.666666666664,1250.0,0.030120481927710774,2026,4,2
Bawang Merah Ukuran Sedang,2026-04-02,42750.0,palembang,42750.0,41500.0,41250.0,41678.57142857143,41158.333333333336,0.0,0.0,2026,4,3
Bawang Merah Ukuran Sedang,2026-04-03,42750.0,palembang,42750.0,41500.0,41500.0,41857.142857142855,41150.0,0.0,0.0,2026,4,4
Bawang Merah Ukuran Sedang,2026-04-06,42750.0,palembang,42750.0,42750.0,40250.0,42214.28571428572,41141.666666666664,0.0,0.0,2026,4,0
Bawang Merah Ukuran Sedang,2026-04-07,42750.0,palembang,42750.0,42750.0,41500.0,42392.857142857145,41133.333333333336,0.0,0.0,2026,4,1
Bawang Merah Ukuran Sedang,2026-04-08,42750.0,palembang,42750.0,42750.0,41500.0,42571.42857142857,41125.0,0.0,0.0,2026,4,2
Bawang Merah Ukuran Sedang,2026-04-09,42750.0,palembang,42750.0,42750.0,41500.0,42750.0,41116.666666666664,0.0,0.0,2026,4,3
Bawang Merah Ukuran Sedang,2026-04-10,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41108.333333333336,0.0,0.0,2026,4,4
Bawang Merah Ukuran Sedang,2026-04-13,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41266.666666666664,0.0,0.0,2026,4,0
Bawang Merah Ukuran Sedang,2026-04-14,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41425.0,0.0,0.0,2026,4,1
Bawang Merah Ukuran Sedang,2026-04-15,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41583.333333333336,0.0,0.0,2026,4,2
Bawang Merah Ukuran Sedang,2026-04-16,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41658.333333333336,0.0,0.0,2026,4,3
Bawang Merah Ukuran Sedang,2026-04-17,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41733.333333333336,0.0,0.0,2026,4,4
Bawang Merah Ukuran Sedang,2026-04-20,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41825.0,0.0,0.0,2026,4,0
Bawang Merah Ukuran Sedang,2026-04-21,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,41916.666666666664,0.0,0.0,2026,4,1
Bawang Merah Ukuran Sedang,2026-04-22,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42008.333333333336,0.0,0.0,2026,4,2
Bawang Merah Ukuran Sedang,2026-04-23,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42100.0,0.0,0.0,2026,4,3
Bawang Merah Ukuran Sedang,2026-04-24,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42150.0,0.0,0.0,2026,4,4
Bawang Merah Ukuran Sedang,2026-04-27,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42200.0,0.0,0.0,2026,4,0
Bawang Merah Ukuran Sedang,2026-04-28,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42250.0,0.0,0.0,2026,4,1
Bawang Merah Ukuran Sedang,2026-04-29,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42300.0,0.0,0.0,2026,4,2
Bawang Merah Ukuran Sedang,2026-04-30,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42350.0,0.0,0.0,2026,4,3
Bawang Merah Ukuran Sedang,2026-05-01,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42400.0,0.0,0.0,2026,5,4
Bawang Merah Ukuran Sedang,2026-05-04,42750.0,palembang,42750.0,42750.0,42750.0,42750.0,42450.0,0.0,0.0,2026,5,0
Bawang Merah Ukuran Sedang,2026-05-05,35500.0,palembang,42750.0,42750.0,42750.0,41714.28571428572,42258.333333333336,-7250.0,-0.16959064327485385,2026,5,1
Bawang Merah Ukuran Sedang,2026-05-06,42750.0,palembang,35500.0,42750.0,42750.0,41714.28571428572,42300.0,7250.0,0.204225352112676,2026,5,2
Bawang Merah Ukuran Sedang,2026-05-07,42750.0,palembang,42750.0,42750.0,42750.0,41714.28571428572,42383.333333333336,0.0,0.0,2026,5,3
Bawang Merah Ukuran Sedang,2026-05-08,42750.0,palembang,42750.0,35500.0,42750.0,41714.28571428572,42425.0,0.0,0.0,2026,5,4
Bawang Merah Ukuran Sedang,2026-05-11,44500.0,palembang,42750.0,42750.0,42750.0,41964.28571428572,42525.0,1750.0,0.040935672514619936,2026,5,0
Bawang Merah Ukuran Sedang,2026-05-12,44500.0,palembang,44500.0,42750.0,42750.0,42214.28571428572,42625.0,0.0,0.0,2026,5,1
Bawang Merah Ukuran Sedang,2026-05-13,44500.0,palembang,44500.0,42750.0,42750.0,42464.28571428572,42683.333333333336,0.0,0.0,2026,5,2
Bawang Merah Ukuran Sedang,2026-05-14,44500.0,palembang,44500.0,44500.0,35500.0,43750.0,42741.666666666664,0.0,0.0,2026,5,3
Bawang Merah Ukuran Sedang,2026-05-15,44500.0,palembang,44500.0,44500.0,42750.0,44000.0,42800.0,0.0,0.0,2026,5,4
Bawang Merah Ukuran Sedang,2026-05-18,47000.0,palembang,44500.0,44500.0,42750.0,44607.142857142855,42941.666666666664,2500.0,0.05617977528089879,2026,5,0
Bawang Merah Ukuran Sedang,2026-05-19,44500.0,palembang,47000.0,44500.0,42750.0,44857.142857142855,43000.0,-2500.0,-0.05319148936170215,2026,5,1
Bawang Merah Ukuran Sedang,2026-05-20,44500.0,palembang,44500.0,44500.0,44500.0,44857.142857142855,43058.333333333336,0.0,0.0,2026,5,2
Bawang Merah Ukuran Sedang,2026-05-21,44500.0,palembang,44500.0,47000.0,44500.0,44857.142857142855,43116.666666666664,0.0,0.0,2026,5,3
Bawang Merah Ukuran Sedang,2026-05-22,44500.0,palembang,44500.0,44500.0,44500.0,44857.142857142855,43175.0,0.0,0.0,2026,5,4
Bawang Merah Ukuran Sedang,2026-05-25,45500.0,palembang,44500.0,44500.0,44500.0,45000.0,43266.666666666664,1000.0,0.022471910112359605,2026,5,0
Bawang Merah Ukuran Sedang,2026-05-26,45500.0,palembang,45500.0,44500.0,44500.0,45142.857142857145,43358.333333333336,0.0,0.0,2026,5,1
Bawang Merah Ukuran Sedang,2026-05-27,45500.0,palembang,45500.0,44500.0,47000.0,44928.57142857143,43450.0,0.0,0.0,2026,5,2
Bawang Merah Ukuran Sedang,2026-05-28,45500.0,palembang,45500.0,45500.0,44500.0,45071.42857142857,43541.666666666664,0.0,0.0,2026,5,3
Bawang Merah Ukuran Sedang,2026-05-29,45500.0,palembang,45500.0,45500.0,44500.0,45214.28571428572,43633.333333333336,0.0,0.0,2026,5,4
Bawang Merah Ukuran Sedang,2026-06-01,45500.0,palembang,45500.0,45500.0,44500.0,45357.142857142855,43725.0,0.0,0.0,2026,6,0
Bawang Merah Ukuran Sedang,2026-06-02,44500.0,palembang,45500.0,45500.0,44500.0,45357.142857142855,43783.333333333336,-1000.0,-0.02197802197802201,2026,6,1
Bawang Merah Ukuran Sedang,2026-06-03,44500.0,palembang,44500.0,45500.0,45500.0,45214.28571428572,43841.666666666664,0.0,0.0,2026,6,2
Bawang Merah Ukuran Sedang,2026-06-04,44500.0,palembang,44500.0,45500.0,45500.0,45071.42857142857,43900.0,0.0,0.0,2026,6,3
Bawang Merah Ukuran Sedang,2026-06-05,44500.0,palembang,44500.0,44500.0,45500.0,44928.57142857143,43958.333333333336,0.0,0.0,2026,6,4
Bawang Merah Ukuran Sedang,2026-06-08,43500.0,palembang,44500.0,44500.0,45500.0,44642.857142857145,43983.333333333336,-1000.0,-0.022471910112359605,2026,6,0
Bawang Merah Ukuran Sedang,2026-06-09,43500.0,palembang,43500.0,44500.0,45500.0,44357.142857142855,44008.333333333336,0.0,0.0,2026,6,1
Bawang Merah Ukuran Sedang,2026-06-10,43500.0,palembang,43500.0,44500.0,45500.0,44071.42857142857,44033.333333333336,0.0,0.0,2026,6,2
Bawang Merah Ukuran Sedang,2026-06-11,44000.0,palembang,43500.0,43500.0,44500.0,44000.0,44075.0,500.0,0.011494252873563315,2026,6,3
